eis_id,title,document,epa_comment_letter_date,federal_register_date,agency,state
88743,Advanced Amphibious Assault Vehicle (AAAV) Development  Replacement and Establishment  Implementation  Del Mar Basin Area of Marine Corps Base (MCB) Camp Pendelton  San Diego County  CA,Final,06/09/2003,05/09/2003,United States Navy,CA
88742,China Lake Naval Air Weapons Station  Military Operational Increases and Implementation of Associated Comprehensive Land Use and Integrated Natural Resources Management Plans  Located in the North and South Range  Inyo  Kern  and San Bernardino Counties  CA,Draft,02/14/2003,11/22/2002,United States Navy,CA
88741,Camp Lejeune Marine Corps Base  Wastewater Treatment System Upgrading  Construction and Operation  NPDES  COE Section 10 and 404 Permits  Onslow County  NC,Final,07/01/1994,06/03/1994,United States Navy,NC
88740,P-202 Naval Air Station Alameda and P-882 Naval Supply Center Oakland Dredging Projects  Additional Information  Site Designation  Implementation and Section 404 Permit  Alameda and Oakland Cities  San Francisco Bay  Ca,Final Supplement,03/09/1993,02/05/1993,United States Navy,CA
88739,Relocatable Over-the-Horizen Radar (ROTHR)/ Electronic Installations in the Western Pacific  Construction and Operation  Tinian  Commonwealth of the Northern Mariana Islands and Guam,Draft,09/05/1989,07/21/1989,United States Navy,""
88738,Naval Station (NAVSTA) San Diego Replacement Pier and Dredging Improvements  Construction  Dredging and Dredged Material Disposal  San Diego Naval Complex  San Diego  CA,Final,07/16/2001,06/15/2001,United States Navy,CA
88737,Naval Air Warfare Center Aircraft Division (NAWCAD) Warminster  Disposal and Reuse  Bucks County  PA,Final,02/02/1999,12/24/1998,United States Navy,PA
88736,El Toro Marine Corps Air Station Disposal and Reuse  Recommendation and Approval of an Airport Layout Plan for a Civilian Airport  Funding  NPDES Permit  Orange County  CA,Final,03/08/2002,03/08/2002,United States Navy,CA
88735,Miramar Naval Air Station Realignment of E-2 Aircraft Squadrons  Three Installations are consider: Point Muga Naval Air Weapons Station  Lemoore Navel Air Station and El Centro   Ventura  Fresno  King and Imperial Counties  CA,Final,05/15/1998,04/17/1998,United States Navy,CA
88734,San Francisco Bay Area Candidate Base Closure/ Realignment  Naval Air Station and Naval Aviation Depot  Alameda; Naval Supply Center and Naval Hospital  Oakland; Naval Station  Treasure Island and Naval Air Station  Moffett Field  Implementation  San Fran,Draft,10/01/1990,08/17/1990,United States Navy,CA
88733,Dallas Naval Air Station Disposal and Reuse  Implementation  City of Dallas  TX,Draft,08/28/1995,07/14/1995,United States Navy,TX
88732,Naval Medical Center Oakland  Disposal and Reuse  Implementation  in the City of Oakland  Alameda County  CA This EIS was inadvertantly omitted from the 05-01-9 Federal Register.  The official 30 days NEPA review period is calculated from 05-01-98.,Final,06/01/1998,05/01/1998,United States Navy,CA
88731,U. S. Pacific Fleet F/A 18 E/F Aircraft for Development of Facilities to Support Basing on the West Coast of the United States  Possible Installations are (1) Lemoore Naval Air Station and (2) El Centro Naval Air Facility  Fresno  King and Imperial Counties,Draft,01/23/1998,12/12/1997,United States Navy,CA
88730,Point Molate Property Naval Fuel Depot (NFD) for the Disposal  and  Reuse  Implementation  Fleet and Industrial Supply Center  City of Richmond  Contra Costa County  CA,Draft,07/16/2001,05/18/2001,United States Navy,CA
88729,Valles Caldera National Preserve Public Access and Use Plan  Sandoval and Rio Arriba Counties  NM,Final,12/03/2012,11/02/2012,Department of Veteran Affairs,NM
88728,San Francisco Veterans Affairs Medical Center (SFVAMC) Long Range Development Plan  Implementation  Fort Miley  San Francisco County  CA,Draft,10/30/2012,08/31/2012,Department of Veteran Affairs,CA
88727,Fort Rosecrans National Cemetery Annex   Construction and Operation  Located at Marine Corps Air Station (MCAS) Miramar  Point Loma  San Diego County  CA,Final,09/27/2007,09/07/2007,Department of Veteran Affairs,CA
88726,Fort Rosecrans National Cemetery Annex   Construction and Operation  Located at Marine Corps Air Station (MCAS) Miramar  Point Loma  San Diego County  CA,Draft,12/11/2006,10/27/2006,Department of Veteran Affairs,CA
88725,Cleveland Area National Cemetery Construction and Operation  Site Selection  Franklin  Concord and Guilford Townships  North Ridgeville and Massillon Cities  Summit  Lake  Lorain  Stark and Medina Counties  OH,Final,12/02/1992,11/06/1992,Department of Veteran Affairs,OH
88724,Albany New York Area National Cemetery Development  Construction and Operation  Sites Selection  Town of Florida  Montgomery Co.  Town of Saratoga and Town of Waterford Cos; NY; Albany County  NY,Final,08/10/1992,07/10/1992,Department of Veteran Affairs,NY
88723,Dallas-Fort Worth Area National Cemetery Construction and Operation  Site Selection  Cedar Hill  Mansfield or Mountain Creek and Possible Section 404 Permit  Dallas and Tarrant Counties  TX,Final,06/26/1992,06/26/1992,Department of Veteran Affairs,TX
88722,Veterans Affairs Medical and Regional Office Center Relocation to Tripler Army Medical Center  Construction and Renovation  Approval and NPDES Permit  Oahu  HI,Final,04/17/1995,03/10/1995,Department of Veteran Affairs,HI
88721,East Central Florida Medical Center (ECFMC) Construction  Alternative Site Selection  Brevard  Orange  Seminole and Volusia  Counties  FL,Final,07/17/1992,06/26/1992,Department of Veteran Affairs,FL
88720,Habitat Conservation Plan for Oncor Electric Delivery Facilities  Application for Incidental Take Permit for 11 Federally List Species in 100 Texas Counties,Draft,09/27/2011,07/15/2011,Fish and Wildlife Service,TX
88719,Beach Club West and Gulf Highlands Condominiums Residential/Recreational Condominium Project  Incidental Take Permits for Construction and Occupancy  Consider Issuance of  U.S. Army COE Section 10 and 404 Permits  Baldwin County  AL,Draft Supplement,08/15/2011,07/01/2011,Fish and Wildlife Service,AL
88718,Hays County Regional Habitat Conservation Plan  Application for an Incidental Take Permit  Hays County  TX,Final,05/26/2011,05/20/2011,Fish and Wildlife Service,TX
88717,Palmyra Atoll National Wildlife Refuge Rat Eradication Project  Proposing to Restore and Protect the Native Species and Habitats  Implementation  Northern Line Islands  Honolulu  HI,Final,05/25/2011,04/29/2011,Fish and Wildlife Service,HI
88716,Palmyra Atoll National Wildlife Refuge Rat Eradication Project  Proposing to Restore and Protect the Native Species and Habitats  Implementation  Northern Line Islands  Honolulu  HI,Draft,04/08/2011,02/25/2011,Fish and Wildlife Service,HI
88715,San Diego County Water Authority Natural Community Conservation Plan/Habitat Conservation Plan  Issuing of an Incidental Take Permit  San Diego and Riverside Counties  CA,Final,03/07/2011,02/04/2011,Fish and Wildlife Service,CA
88714,Willapa National Wildlife Refuge Draft Comprehensive Conservation Plan  Implementation  Pacific County  WA,Draft,03/07/2011,01/21/2011,Fish and Wildlife Service,WA
88713,Santa Clara Valley Habitat Plan  To Protect and Enhance Ecological Diversity and Function in the Greater Portion of Santa Clara County  Implementation  Santa Clara County  CA,Draft,03/15/2011,12/17/2010,Fish and Wildlife Service,CA
88712,Charles M. Russell National Wildlife Refuge and UL Bend National Wildlife Refuge Comprehensive Conservation Plan  To Provide Alternatives and Identify Consequences  Fergus  Petroleum  Garfield  McCore  Valley  and Phillips Counties  MT,Draft,11/16/2010,09/24/2010,Fish and Wildlife Service,MT
88711,Western Snowy Plover Habitat Conservation Plan  Proposed Issuance of an Incidental Take Permit  Oregon Parks and Recreation Department  Oregon Coast                                                             OR  CA  WA,Final,10/25/2010,09/24/2010,Fish and Wildlife Service,""
88710,Relocatable Over the Horizon Radar (ROTHR) System Construction and Operation  New and Updated Information on Fort Allen as Potential Site  Commonwealth of Puerto Rico and Chesapeake  VA,Draft Supplement,03/31/1997,02/14/1997,United States Navy,""
88709,Brooklyn Naval Station Disposal and Reuse  Implementation  King County  NY,Final,09/11/2000,08/11/2000,United States Navy,NY
88708,Mine Warfare Center of Excellance (MWCE) Establishment  Construction and Operations  Magnitic Silencing Facility (MSF)  Aviation Mine Count Measures (AMCM) and Sled Facility  Possible NPDES Permit  COE Section 10 and 404 Permits  Corpus Christi Bay Area,Final,01/22/1996,12/22/1995,United States Navy,TX
88707,Marianas Islands Military Training  Implementation  Marianas Training Plan  Guam  Commonwealth of the Northern Mariana Islands  Asia  Hawaii and Alaska,Final,07/12/1999,06/11/1999,United States Navy,""
88706,Naval Weapons Industrial Reserve Plant Bethpage to Nassau County  Transfer and Reuse  Preferred Reuse Plan for the Property  Town of Oyster Bay  Nassau County  NY,Draft,12/10/1999,10/29/1999,United States Navy,NY
88705,Long Beach Complex Disposal and Reuse  Implementation  COE Section 10 and 404 Permits  NPDES Permit  in the City of Long Beach and Los Angeles County  CA,Draft,02/02/1998,12/19/1997,United States Navy,CA
88704,Camp Pendleton Marine Corps Air Station/Marine Corps Base (MCAS/MCB) Realignment and Tustin and EL Toro Marine Corps Bases Closure  Implementation and COE Section 404 Permit Issuance  San Diego County  CA,Draft,01/25/1996,11/03/1995,United States Navy,CA
88703,Naval Weapons Industrial Reserve Plant Calverton Disposal and Reuse  Implementation  Towns of Riverhead and Brookhaven on Long Island  Suffolk County  NY,Final,02/12/1998,12/24/1997,United States Navy,NY
88702,Puget Sound Naval Station  Sand Point  Disposal and Reuse  Implementation  King County  WA,Draft,12/02/1996,11/08/1996,United States Navy,WA
88701,Colts Neck  Naval Weapons Station Earle Family Housing Development  Construction  Mammouth County NJ,Final,06/06/1988,05/06/1988,United States Navy,NJ
88700,Naval Complex Philadelphia Base Closure and Realignment  Implementation  City of Philadelphia  PA,Draft,10/19/1990,08/31/1990,United States Navy,PA
88699,Thames River Navigation Channel Dredging Project  Mouth of the River to Pier 33 at the Naval Submarine Base  Implementation and COE Section 404 Permit  Groton and New London  New London County  CT,Draft,07/15/1991,05/10/1991,United States Navy,CT
88698,Naval Station Treasure Island Disposal and Reuse Property  Implementation  Local Redevelopment Authority (LRA)  City of San Francisco  San Francisco County  CA,Draft,06/20/2002,05/10/2002,United States Navy,CA
88697,Naval Weapons Industrial Reserve Plant Bethpage to Nassau County  Transfer and Reuse   Preferred Reuse Plan for the Property  Town Of Oyster Bay  Nassau County  NY,Final,01/02/2001,12/08/2000,United States Navy,NY
88696,Relocatable over the Horizon Radar (ROTHR) System Construction and Operation  New and Updated Information on Fort Allen as Potential Site  Commonwealth of Puerto Rico and Chesapeake  VA,Final,10/24/1997,09/26/1997,United States Navy,""
88695,Naval Air Station Fallon Geothermal Resources for Electrical Power Generation  Phase I and II Development  COE Section 404 Permit and Right-of- Way Grants  Churchill County  NJ,Final,06/04/1991,05/24/1991,United States Navy,NV
88694,Veterans Affairs Medical and Regional Office Center Relocation to Tripler Army Medical Center  Construction and Renovation  Approval and NPDES Permit  Oahu  HI,Draft,08/29/1994,07/15/1994,Department of Veteran Affairs,HI
88693,Oklahoma City Area National Cemetery Construction and Operation  Updated Information on a New Potential Site  Fort Sill  Comache County  OK,Final Supplement,10/21/1996,09/27/1996,Department of Veteran Affairs,OK
88692,Cleveland Area National Cemetery Construction and Operation  Site Selection  Franklin  Concord and Guilford Townships  North Ridgeville and Massillon Cities  Summit  Lake  Lorain  Stark and Medina Counties  OH,Draft,05/04/1992,03/20/1992,Department of Veteran Affairs,OH
88691,Oklahoma City Area National Cemetery Construction and Operation  Site Selection  Lake Arcadia  City of Guthrie or Fort Reno  Logan  Canadian or Oklahoma County  OK,Final,11/29/1993,10/29/1993,Department of Veteran Affairs,OK
88690,Seattle-Tacoma Area National Cemetery Construction Alternative Site Selection  Illahee Site in Kitsap County  Sultan Site in Snohomish County and Seatac and Tacoma Sites in King County  WA,Draft,04/04/1991,02/22/1991,Department of Veteran Affairs,WA
88689,Northeastern Illinois Area National Cemetery Development  Construction and Operation  Updated Information Concerning New Site Selection  Joliet  Grant Park or Cissna Park  Possible COE Section 404 Permit  Kankanka  Iroquois or Will County  IL,Draft Supplement,12/06/1993,10/08/1993,Department of Veteran Affairs,IL
88688,Northeastern Illionis Area National Cemetery Development  Construction and Operation  Site Selection  Fort Sheridan  Grant Park  Cissna Park  Possible Section 404 Permit  Lake  Kankakee and Iroquois Counties  IL,Final,09/30/1991,08/16/1991,Department of Veteran Affairs,IL
88687,Seattle-Tacoma Area National Cemetery Construction Alternative Site Selection  Illahee Site in Kitsap County  Sultan Site in Snohomish County and Seatac and Tacoma Sites in King County  WA,Final,01/17/1992,12/20/1991,Department of Veteran Affairs,WA
88686,Dallas-Fort Worth Area National Cemetery Construction and Operation  Site Selection  Cedar Hill  Mansfield or Mountain Creek and Possible Section 404 Permit  Dallas and Tarrant Counties  TX,Draft,01/27/1992,12/13/1991,Department of Veteran Affairs,TX
88685,Montana Department of Natural Resources and Conservation Forested Trust Lands Habitat Conservation Plan  Issuance of Incidental Take Permit  Implementation  MT,Final,10/05/2010,09/10/2010,Fish and Wildlife Service,MT
88684,Lewis and Clark National Wildlife Refuge and Julia Butler Hansen Refuge for the Columbian White-tailed Deer  Comprehensive Conservation Plan  Implementation  Wahkiakum County  WA and Clatsop and Columbia Counties  OR,Final,09/13/2010,08/13/2010,Fish and Wildlife Service,""
88683,Hunting of Migratory Birds  Issuance of Regulations  To Annually Evaluate and Establish Appropriate Levels of Take for these Species that are Hunted by Millions of Americans,Second Draft,10/22/2010,07/09/2010,Fish and Wildlife Service,""
88682,Comal County Regional Habitat Conservation Plan  Application for Incidental Take Permit  Comal County  TX,Draft,07/27/2010,06/04/2010,Fish and Wildlife Service,TX
